Supplier_ID,Category,Order_Value_INR,Defect_Rate_Pct,Delay_Rate_Pct,Lead_Time_Days,Weather_Condition,Carrier_Type,Risk_Score,Risk_Level
SUPP_034,Packaging,9867595.15,1.93,7.7,27,Clear,Air,0,Low
SUPP_026,Textiles,1264993.64,6.84,28.08,6,Clear,Road,30,Low
SUPP_014,Packaging,5096986.35,0.72,5.3,54,Rain,Air,32,Low
SUPP_049,Packaging,9652931.03,0.17,28.6,51,Storm,Sea,94,High
SUPP_008,Electronics,5822116.69,3.89,16.13,24,Snow,Rail,41,Medium
SUPP_012,Raw Materials,5345837.64,1.97,4.85,53,Snow,Air,50,Medium
SUPP_033,Textiles,9401206.93,11.02,5.71,22,Storm,Road,50,Medium
SUPP_026,Electronics,7321753.27,2.43,7.8,48,Snow,Road,61,Medium
SUPP_030,Electronics,2590299.92,9.96,29.38,44,Storm,Rail,79,High
SUPP_037,Machinery,224284.11,3.74,25.1,48,Snow,Sea,77,High
SUPP_008,Machinery,7696767.68,1.79,24.07,5,Clear,Sea,25,Low
SUPP_011,Textiles,6026064.95,14.12,24.98,49,Snow,Sea,99,High
SUPP_006,Machinery,5792993.11,5.29,5.62,7,Clear,Air,8,Low
SUPP_028,Textiles,8671064.74,14.9,22.82,54,Snow,Road,100,High
SUPP_026,Packaging,2922421.68,1.73,19.86,39,Storm,Air,43,Medium
SUPP_022,Raw Materials,9260464.57,6.63,27.14,14,Clear,Road,38,Medium
SUPP_034,Textiles,3206097.38,13.05,11.89,55,Rain,Sea,66,High
SUPP_023,Raw Materials,107298.67,4.94,11.63,8,Rain,Road,29,Low
SUPP_010,Packaging,6969898.71,5.89,14.01,50,Rain,Air,51,Medium
SUPP_039,Raw Materials,4471973.55,0.32,18.02,9,Clear,Air,13,Low
SUPP_050,Machinery,6443630.89,11.41,15.51,22,Snow,Rail,62,Medium
SUPP_044,Textiles,5214863.76,7.24,1.74,27,Storm,Sea,64,Medium
SUPP_010,Machinery,3832946.41,6.04,17.82,45,Clear,Rail,28,Low
SUPP_029,Packaging,6098655.67,11.5,24.58,51,Storm,Road,100,High
SUPP_023,Textiles,9557460.77,0.37,6.68,56,Clear,Sea,30,Low
SUPP_030,Machinery,6492373.41,13.48,8.06,12,Clear,Road,38,Medium
SUPP_024,Packaging,649660.53,14.02,11.2,35,Clear,Road,43,Medium
SUPP_040,Textiles,4884424.0,3.93,9.26,28,Snow,Rail,34,Low
SUPP_038,Textiles,5345989.12,8.76,3.6,31,Clear,Rail,17,Low
SUPP_037,Raw Materials,4029056.81,14.65,24.87,31,Storm,Rail,80,High
SUPP_033,Raw Materials,1276065.41,12.91,24.19,32,Clear,Rail,46,Medium
SUPP_007,Packaging,2988018.98,11.92,6.37,57,Clear,Air,33,Low
SUPP_003,Raw Materials,4274047.88,1.4,24.66,45,Snow,Rail,83,High
SUPP_034,Textiles,5288666.98,1.77,1.07,23,Rain,Sea,31,Low
SUPP_024,Packaging,5175992.94,8.94,24.02,16,Snow,Rail,64,Medium
SUPP_050,Packaging,1788995.76,5.48,27.27,25,Clear,Sea,50,Medium
SUPP_005,Packaging,5588538.73,3.91,9.76,25,Clear,Rail,8,Low
SUPP_019,Packaging,8519183.9,10.1,24.48,20,Rain,Sea,63,Medium
SUPP_006,Textiles,1539554.48,6.42,5.44,50,Rain,Sea,37,Medium
SUPP_020,Machinery,8699133.27,7.15,16.53,23,Rain,Road,40,Medium
SUPP_020,Textiles,3157104.27,3.53,6.98,12,Snow,Sea,39,Medium
SUPP_009,Textiles,2605994.28,9.52,2.7,26,Clear,Rail,1,Low
SUPP_033,Packaging,2781675.53,9.0,20.6,43,Clear,Sea,71,High
SUPP_020,Raw Materials,4485619.6,10.9,1.46,25,Rain,Sea,48,Medium
SUPP_050,Machinery,1085891.01,10.89,17.77,40,Rain,Air,47,Medium
SUPP_009,Raw Materials,840222.72,1.38,26.93,4,Clear,Sea,33,Low
SUPP_007,Textiles,3267547.04,3.48,11.29,5,Clear,Sea,22,Low
SUPP_050,Textiles,5214644.92,1.11,24.21,28,Rain,Rail,45,Medium
SUPP_010,Raw Materials,2747916.99,8.93,20.72,45,Rain,Air,52,Medium
SUPP_047,Machinery,1943732.39,0.88,11.98,39,Clear,Rail,16,Low
SUPP_024,Raw Materials,9955030.88,6.75,10.67,23,Snow,Sea,61,Medium
SUPP_049,Machinery,933235.57,14.43,19.41,48,Rain,Air,74,High
SUPP_020,Machinery,1746255.48,6.2,13.26,56,Rain,Sea,60,Medium
SUPP_044,Textiles,62304.96,4.58,29.46,4,Snow,Rail,60,Medium
SUPP_050,Packaging,3856136.49,1.89,29.25,55,Snow,Rail,64,Medium
SUPP_011,Raw Materials,7384943.24,11.55,8.07,31,Rain,Sea,55,Medium
SUPP_004,Machinery,974644.99,3.93,23.85,33,Storm,Road,50,Medium
SUPP_046,Textiles,6104439.81,7.65,5.62,15,Clear,Sea,13,Low
SUPP_006,Raw Materials,3066127.14,4.02,11.44,22,Storm,Rail,31,Low
SUPP_033,Raw Materials,9372730.34,8.35,9.86,53,Snow,Road,72,High
SUPP_015,Machinery,9426750.84,13.11,5.69,23,Storm,Road,60,Medium
SUPP_027,Electronics,5767144.45,8.54,12.34,13,Snow,Sea,64,Medium
SUPP_016,Machinery,4001928.84,8.14,19.21,31,Clear,Sea,43,Medium
SUPP_015,Electronics,5348187.87,10.85,5.1,8,Storm,Road,69,High
SUPP_046,Packaging,8196413.29,4.91,1.66,28,Rain,Air,1,Low
SUPP_003,Packaging,2274963.62,14.36,17.62,11,Snow,Air,79,High
SUPP_049,Machinery,5772875.34,7.24,10.1,32,Snow,Road,58,Medium
SUPP_006,Electronics,1435020.34,13.48,25.05,53,Storm,Air,87,High
SUPP_010,Textiles,9530335.4,12.4,20.32,35,Snow,Road,82,High
SUPP_050,Packaging,4808428.53,7.64,7.74,46,Rain,Sea,46,Medium
SUPP_008,Electronics,9659930.5,6.54,10.04,15,Rain,Rail,39,Medium
SUPP_041,Textiles,4423141.3,1.67,19.58,30,Snow,Road,45,Medium
SUPP_008,Machinery,6214900.15,9.79,5.41,52,Clear,Air,19,Low
SUPP_046,Raw Materials,7818577.78,6.95,2.69,12,Storm,Rail,47,Medium
SUPP_001,Textiles,624916.58,10.46,29.53,20,Storm,Air,78,High
SUPP_037,Machinery,1465381.22,1.91,9.79,52,Rain,Road,26,Low
SUPP_034,Packaging,6937005.35,1.03,15.77,40,Clear,Road,12,Low
SUPP_025,Machinery,8149004.18,9.27,9.88,53,Clear,Rail,18,Low
SUPP_024,Packaging,5294062.57,6.45,4.79,53,Clear,Sea,27,Low
SUPP_005,Packaging,3709205.54,6.27,25.0,38,Rain,Road,61,Medium
SUPP_050,Textiles,9640031.64,3.8,4.88,22,Storm,Air,41,Medium
SUPP_003,Packaging,7913860.47,8.77,20.75,57,Storm,Air,76,High
SUPP_050,Machinery,6208534.52,4.92,25.19,46,Snow,Air,80,High
SUPP_009,Electronics,2028619.96,1.06,2.24,18,Snow,Road,27,Low
SUPP_019,Raw Materials,2695218.81,9.73,15.48,56,Clear,Air,45,Medium
SUPP_003,Packaging,4907999.31,2.34,10.42,19,Storm,Rail,37,Medium
SUPP_035,Machinery,8116324.98,9.25,25.93,43,Storm,Road,95,High
SUPP_049,Raw Materials,9564410.8,2.08,3.96,57,Storm,Sea,53,Medium
SUPP_050,Electronics,9431169.86,12.15,3.22,34,Storm,Sea,64,Medium
SUPP_008,Packaging,9306672.9,3.87,23.65,29,Snow,Rail,55,Medium
SUPP_048,Machinery,4979748.43,5.86,14.05,50,Snow,Sea,79,High
SUPP_012,Machinery,8899439.62,6.81,26.59,6,Snow,Sea,76,High
SUPP_034,Packaging,5146608.11,10.24,2.21,58,Clear,Rail,52,Medium
SUPP_006,Machinery,7177417.71,1.17,3.07,25,Rain,Sea,26,Low
SUPP_021,Electronics,9567188.91,11.09,11.24,47,Clear,Sea,53,Medium
SUPP_043,Packaging,3529547.14,11.64,20.18,29,Storm,Rail,88,High
SUPP_039,Machinery,1782387.89,1.57,20.15,33,Rain,Rail,32,Low
SUPP_023,Machinery,2687211.96,0.41,3.38,29,Clear,Sea,16,Low
SUPP_040,Machinery,2989675.54,11.56,19.12,3,Storm,Road,74,High
SUPP_005,Machinery,2096588.26,1.91,18.84,15,Storm,Air,38,Medium
SUPP_002,Raw Materials,6456847.32,8.0,2.22,51,Snow,Road,59,Medium
SUPP_009,Electronics,7997206.21,4.46,29.42,55,Rain,Sea,62,Medium
SUPP_024,Machinery,5845105.45,11.25,24.54,35,Clear,Air,50,Medium
SUPP_044,Machinery,485169.48,1.75,18.36,10,Storm,Sea,64,Medium
SUPP_029,Electronics,3791129.25,8.3,12.27,51,Rain,Sea,66,High
SUPP_026,Packaging,2774223.51,13.93,20.6,52,Storm,Air,98,High
SUPP_008,Electronics,176513.16,14.89,20.47,31,Rain,Rail,72,High
SUPP_034,Machinery,8798723.17,3.95,16.78,22,Clear,Sea,22,Low
SUPP_050,Packaging,2249580.55,14.68,22.7,47,Snow,Air,91,High
SUPP_040,Packaging,1846916.25,0.9,10.28,23,Snow,Air,40,Medium
SUPP_008,Raw Materials,2729846.42,8.14,22.11,3,Clear,Rail,45,Medium
SUPP_012,Machinery,7273500.1,12.29,7.19,52,Clear,Sea,62,Medium
SUPP_043,Packaging,8414995.13,11.02,16.72,34,Clear,Sea,58,Medium
SUPP_020,Raw Materials,6138808.03,1.68,5.4,31,Rain,Sea,16,Low
SUPP_033,Raw Materials,5792869.19,13.17,13.58,9,Clear,Air,34,Low
SUPP_009,Raw Materials,5602521.14,12.2,22.51,4,Snow,Road,75,High
SUPP_024,Textiles,2815125.87,2.99,26.51,35,Storm,Rail,55,Medium
SUPP_036,Raw Materials,3143742.85,11.16,24.64,28,Clear,Road,46,Medium
SUPP_020,Machinery,3586076.46,11.78,17.07,23,Snow,Rail,64,Medium
SUPP_050,Machinery,7621858.06,0.63,22.63,15,Clear,Air,39,Medium
SUPP_021,Electronics,9582831.13,5.58,10.48,52,Snow,Rail,77,High
SUPP_044,Textiles,4729674.59,7.58,4.62,48,Storm,Air,48,Medium
SUPP_050,Textiles,7234605.84,13.3,18.2,38,Rain,Air,40,Medium
SUPP_028,Textiles,4155587.32,10.46,1.09,39,Clear,Road,33,Low
SUPP_034,Raw Materials,3587155.45,11.93,3.7,56,Storm,Air,66,High
SUPP_011,Packaging,4835680.25,9.67,2.88,17,Rain,Sea,42,Medium
SUPP_034,Packaging,7044287.24,0.89,15.11,31,Clear,Sea,27,Low
SUPP_013,Textiles,6041349.16,0.44,10.34,47,Storm,Air,63,Medium
SUPP_041,Packaging,632581.75,5.08,23.76,39,Clear,Air,45,Medium
SUPP_038,Textiles,7896718.9,7.81,13.77,37,Rain,Air,42,Medium
SUPP_043,Textiles,7368280.78,3.61,11.77,50,Storm,Road,64,Medium
SUPP_002,Electronics,9983557.74,14.0,19.63,18,Clear,Sea,40,Medium
SUPP_042,Raw Materials,6379964.78,11.81,4.43,7,Snow,Road,64,Medium
SUPP_032,Textiles,8406032.74,5.82,17.58,17,Storm,Sea,54,Medium
SUPP_031,Raw Materials,1885538.72,5.5,10.7,14,Snow,Sea,60,Medium
SUPP_030,Electronics,290708.05,12.49,8.92,18,Clear,Air,27,Low
SUPP_029,Machinery,7836690.3,0.94,25.73,27,Snow,Rail,63,Medium
SUPP_014,Packaging,3800295.94,6.98,14.95,22,Rain,Sea,39,Medium
SUPP_046,Packaging,9376665.28,10.62,19.3,40,Storm,Rail,61,Medium
SUPP_009,Packaging,4989788.47,6.61,22.16,7,Clear,Sea,43,Medium
SUPP_016,Machinery,1631136.27,9.19,4.93,32,Clear,Sea,29,Low
SUPP_029,Raw Materials,6586703.8,14.35,3.0,45,Rain,Road,54,Medium
SUPP_004,Packaging,2857761.39,4.0,8.16,29,Snow,Rail,33,Low
SUPP_016,Raw Materials,2532984.69,4.15,23.02,43,Storm,Sea,94,High
SUPP_013,Raw Materials,7778270.04,1.07,15.14,57,Snow,Rail,55,Medium
SUPP_032,Packaging,673399.37,13.61,5.04,5,Snow,Road,67,High
SUPP_006,Machinery,4140401.25,5.28,27.1,19,Snow,Air,78,High
SUPP_014,Textiles,5505789.81,2.01,26.58,22,Storm,Road,59,Medium
SUPP_004,Packaging,8287290.33,11.84,19.11,38,Snow,Rail,75,High
SUPP_019,Textiles,2602474.12,9.85,6.74,25,Clear,Road,21,Low
SUPP_028,Raw Materials,4666128.24,14.58,18.65,58,Storm,Sea,88,High
SUPP_049,Machinery,269249.84,10.83,13.12,58,Storm,Road,81,High
SUPP_026,Electronics,6853353.35,8.22,29.43,35,Rain,Sea,55,Medium
SUPP_036,Packaging,723300.2,10.65,16.76,7,Clear,Rail,38,Medium
SUPP_033,Machinery,4610091.38,7.32,5.81,3,Storm,Road,56,Medium
SUPP_009,Electronics,8507254.95,10.07,14.41,49,Snow,Sea,98,High
SUPP_022,Textiles,6527186.0,8.23,2.81,41,Storm,Air,50,Medium
SUPP_013,Textiles,8073715.99,6.94,2.51,50,Snow,Road,56,Medium
SUPP_003,Electronics,8727750.22,8.22,22.99,53,Rain,Sea,81,High
SUPP_031,Textiles,228559.5,1.98,20.13,53,Snow,Air,73,High
SUPP_039,Textiles,2426022.3,6.82,29.56,27,Rain,Sea,61,Medium
SUPP_040,Packaging,320315.84,1.07,14.45,9,Rain,Rail,21,Low
SUPP_040,Packaging,5410082.89,7.52,4.06,53,Storm,Rail,67,High
SUPP_046,Textiles,8229926.45,5.77,23.49,52,Storm,Rail,80,High
SUPP_002,Packaging,2077476.27,7.9,9.33,29,Storm,Road,43,Medium
SUPP_027,Textiles,5797053.99,9.56,24.14,48,Storm,Road,89,High
SUPP_039,Machinery,9155146.18,8.04,5.58,21,Storm,Air,35,Low
SUPP_047,Electronics,7942950.44,4.82,25.86,4,Snow,Air,62,Medium
SUPP_034,Textiles,1730099.36,7.66,18.35,56,Snow,Air,62,Medium
SUPP_044,Raw Materials,8945197.61,9.85,5.41,5,Clear,Road,10,Low
SUPP_013,Electronics,9679170.98,12.87,4.41,12,Snow,Sea,68,High
SUPP_027,Raw Materials,3230684.98,14.83,15.08,54,Snow,Air,90,High
SUPP_027,Textiles,7265596.2,4.91,29.92,59,Snow,Road,87,High
SUPP_046,Raw Materials,1341773.17,10.33,3.7,5,Rain,Sea,59,Medium
SUPP_043,Machinery,8238436.54,3.23,11.99,36,Snow,Sea,48,Medium
SUPP_012,Machinery,8199681.96,8.16,21.6,45,Storm,Sea,100,High
SUPP_044,Packaging,4738120.59,12.34,14.32,22,Snow,Air,78,High
SUPP_016,Packaging,4967413.85,12.44,10.72,27,Storm,Air,70,High
SUPP_020,Packaging,7134539.5,12.41,3.92,22,Rain,Rail,27,Low
SUPP_021,Machinery,1462621.3,5.28,14.06,59,Storm,Sea,75,High
SUPP_019,Electronics,6528918.47,9.35,11.22,6,Snow,Rail,51,Medium
SUPP_023,Raw Materials,4739307.32,14.69,19.39,21,Storm,Road,75,High
SUPP_019,Electronics,1108120.08,4.79,1.11,48,Storm,Rail,41,Medium
SUPP_042,Packaging,1712963.51,9.86,29.76,56,Snow,Air,92,High
SUPP_013,Textiles,816926.22,5.17,26.13,48,Storm,Sea,85,High
SUPP_009,Electronics,3635759.31,1.12,23.13,54,Rain,Air,53,Medium
SUPP_004,Textiles,7604524.89,13.56,7.75,10,Rain,Air,27,Low
SUPP_004,Electronics,637984.21,13.49,19.87,7,Snow,Sea,87,High
SUPP_046,Machinery,1732356.65,5.91,12.01,15,Clear,Air,13,Low
SUPP_001,Textiles,3847038.8,2.02,12.97,15,Rain,Rail,29,Low
SUPP_042,Machinery,229100.89,6.38,1.79,39,Snow,Air,52,Medium
SUPP_049,Packaging,1318166.9,10.64,29.21,4,Storm,Sea,89,High
SUPP_042,Electronics,7008187.98,12.61,29.47,15,Clear,Air,48,Medium
SUPP_035,Electronics,3082273.4,12.46,9.16,48,Rain,Rail,59,Medium
SUPP_012,Electronics,1170174.88,10.58,16.68,41,Snow,Rail,86,High
SUPP_012,Packaging,2456843.59,0.28,14.59,26,Clear,Road,18,Low
SUPP_020,Textiles,6003656.97,4.53,9.7,31,Clear,Sea,8,Low
SUPP_019,Machinery,529021.22,13.55,25.72,42,Snow,Air,98,High
SUPP_033,Machinery,3437038.14,14.84,19.16,17,Storm,Air,71,High
SUPP_008,Packaging,2888638.87,6.49,8.77,47,Rain,Rail,42,Medium
SUPP_042,Packaging,5754825.99,9.92,8.32,38,Rain,Road,17,Low
SUPP_048,Packaging,4909327.56,11.09,16.23,10,Storm,Air,58,Medium
SUPP_012,Textiles,8692087.49,1.06,28.72,9,Snow,Rail,57,Medium
SUPP_033,Packaging,6959782.04,1.32,27.41,47,Clear,Rail,44,Medium
SUPP_043,Electronics,1418361.56,5.18,5.78,23,Rain,Air,17,Low
SUPP_031,Packaging,9483677.79,6.73,23.88,52,Rain,Road,58,Medium
SUPP_017,Machinery,6780442.31,2.06,7.79,13,Rain,Rail,12,Low
SUPP_049,Packaging,9709123.75,4.01,8.88,28,Storm,Sea,52,Medium
SUPP_038,Textiles,9839211.11,4.11,12.8,23,Clear,Sea,34,Low
SUPP_042,Packaging,79064.27,0.69,18.52,28,Rain,Road,22,Low
SUPP_043,Electronics,2426623.77,7.1,14.06,46,Snow,Sea,81,High
SUPP_011,Machinery,6244070.97,7.1,13.98,21,Storm,Road,68,High
SUPP_041,Packaging,5929131.04,8.1,25.77,50,Storm,Air,77,High
SUPP_015,Raw Materials,415377.56,1.71,10.83,22,Snow,Air,50,Medium
SUPP_030,Textiles,5741884.0,7.74,9.51,42,Storm,Rail,53,Medium
SUPP_045,Textiles,8175987.65,4.34,24.73,22,Snow,Air,63,Medium
SUPP_049,Raw Materials,8804633.64,8.66,1.86,12,Clear,Rail,13,Low
SUPP_034,Packaging,9928527.55,2.06,8.97,2,Clear,Road,2,Low
SUPP_004,Textiles,4247190.38,6.22,27.32,54,Rain,Air,62,Medium
SUPP_011,Packaging,6098656.88,4.71,24.89,40,Snow,Road,54,Medium
SUPP_044,Raw Materials,65572.8,9.58,2.48,46,Snow,Road,64,Medium
SUPP_033,Machinery,642270.77,9.1,20.91,3,Clear,Rail,28,Low
SUPP_009,Textiles,3869196.89,6.9,11.7,20,Snow,Rail,54,Medium
SUPP_037,Electronics,4218530.51,11.29,3.06,59,Snow,Sea,88,High
SUPP_047,Electronics,3579974.35,14.13,20.39,42,Snow,Sea,100,High
SUPP_001,Raw Materials,3651103.91,8.95,1.29,19,Clear,Road,23,Low
SUPP_028,Packaging,9137205.13,9.23,26.34,21,Clear,Road,35,Low
SUPP_005,Machinery,1249556.24,13.55,2.93,17,Clear,Sea,32,Low
SUPP_027,Raw Materials,8209125.66,10.45,16.44,44,Rain,Rail,50,Medium
SUPP_024,Machinery,889704.19,6.05,27.39,50,Snow,Rail,94,High
SUPP_025,Electronics,7305276.2,9.82,25.52,55,Rain,Sea,70,High
SUPP_008,Raw Materials,4327814.22,10.13,8.99,54,Snow,Air,65,Medium
SUPP_047,Raw Materials,7900402.34,6.75,24.15,4,Clear,Road,32,Low
SUPP_020,Machinery,8582745.26,13.76,13.5,41,Snow,Rail,80,High
SUPP_015,Raw Materials,5842877.53,5.63,18.43,37,Snow,Sea,50,Medium
SUPP_010,Packaging,5281835.36,7.72,5.8,8,Rain,Road,18,Low
SUPP_003,Machinery,495545.58,11.45,28.45,20,Clear,Air,49,Medium
SUPP_014,Electronics,6475932.74,9.59,10.88,32,Clear,Road,25,Low
SUPP_029,Textiles,3146614.08,10.19,18.57,35,Clear,Air,40,Medium
SUPP_048,Electronics,2218030.91,14.82,14.17,5,Snow,Rail,71,High
SUPP_015,Textiles,1448502.03,7.34,1.8,4,Rain,Road,25,Low
SUPP_009,Textiles,1401101.02,1.58,7.06,44,Storm,Air,44,Medium
SUPP_047,Textiles,3984570.97,4.77,5.26,54,Storm,Sea,54,Medium
SUPP_016,Packaging,9005827.67,1.83,28.72,38,Rain,Air,27,Low
SUPP_027,Packaging,8889616.54,9.08,24.97,50,Storm,Road,87,High
SUPP_036,Textiles,6088429.55,2.36,1.9,33,Rain,Rail,15,Low
SUPP_036,Machinery,7746711.97,14.7,14.86,14,Clear,Sea,36,Medium
SUPP_042,Machinery,1724952.71,3.78,25.32,4,Storm,Rail,54,Medium
SUPP_027,Raw Materials,8276808.99,10.66,6.14,22,Storm,Rail,58,Medium
SUPP_012,Textiles,6790003.85,3.6,25.09,5,Snow,Air,63,Medium
SUPP_015,Packaging,1694158.4,8.79,29.99,14,Rain,Rail,49,Medium
SUPP_004,Textiles,8176731.45,3.19,23.69,36,Snow,Rail,62,Medium
SUPP_036,Textiles,6252889.28,8.58,19.0,38,Rain,Rail,26,Low
SUPP_016,Packaging,3981620.55,0.69,14.79,37,Rain,Sea,41,Medium
SUPP_042,Electronics,2316109.87,14.46,27.37,12,Snow,Sea,100,High
SUPP_006,Textiles,5357196.96,13.06,4.79,12,Rain,Road,36,Medium
SUPP_018,Machinery,1291967.1,11.93,9.0,47,Clear,Road,46,Medium
SUPP_013,Textiles,9697596.88,14.24,15.87,45,Rain,Rail,61,Medium
SUPP_014,Packaging,7558481.15,7.43,9.77,37,Storm,Road,40,Medium
SUPP_014,Raw Materials,5248319.25,8.48,13.8,28,Clear,Rail,20,Low
SUPP_016,Textiles,9191410.37,5.5,22.05,54,Rain,Rail,63,Medium
SUPP_016,Textiles,4586993.79,6.71,18.46,48,Storm,Sea,68,High
SUPP_025,Machinery,8075563.96,7.2,29.89,9,Storm,Sea,84,High
SUPP_017,Packaging,81520.09,9.64,9.65,9,Snow,Rail,48,Medium
SUPP_007,Machinery,3153395.85,3.92,1.89,48,Storm,Air,48,Medium
SUPP_024,Packaging,2246417.61,11.04,23.12,23,Snow,Road,96,High
SUPP_037,Raw Materials,7240934.23,10.42,4.9,22,Rain,Road,45,Medium
SUPP_017,Textiles,8206988.16,5.07,22.26,31,Snow,Sea,89,High
SUPP_010,Raw Materials,7944270.44,14.86,6.82,27,Storm,Air,61,Medium
SUPP_025,Textiles,943630.94,0.13,2.28,37,Rain,Rail,24,Low
SUPP_036,Packaging,6347417.99,1.13,1.16,9,Storm,Rail,24,Low
SUPP_047,Machinery,8228170.03,12.16,26.65,36,Snow,Air,71,High
SUPP_047,Packaging,1088821.09,6.05,21.97,15,Rain,Air,38,Medium
SUPP_047,Textiles,4100709.57,1.08,11.12,4,Snow,Air,43,Medium
SUPP_035,Electronics,8091940.34,14.22,3.1,20,Clear,Road,25,Low
SUPP_043,Electronics,3030678.5,1.25,15.52,43,Clear,Rail,30,Low
SUPP_009,Raw Materials,4808685.85,2.26,21.59,57,Clear,Air,44,Medium
SUPP_001,Raw Materials,2150569.09,12.96,12.64,24,Snow,Sea,78,High
SUPP_004,Textiles,1565679.42,4.07,1.64,40,Snow,Rail,40,Medium
SUPP_002,Electronics,8430195.93,8.28,7.36,14,Snow,Road,55,Medium
SUPP_002,Textiles,2185549.33,6.3,23.03,32,Storm,Sea,81,High
SUPP_002,Textiles,7211924.96,13.02,14.16,37,Snow,Air,62,Medium
SUPP_007,Electronics,5568840.61,9.59,16.26,51,Rain,Air,48,Medium
SUPP_013,Textiles,8234221.2,12.08,17.02,5,Storm,Sea,77,High
SUPP_018,Machinery,9172077.32,10.84,12.64,32,Clear,Sea,48,Medium
SUPP_026,Machinery,8825822.09,12.37,21.93,42,Rain,Air,76,High
SUPP_020,Electronics,4054344.04,1.63,6.48,30,Clear,Road,12,Low
SUPP_026,Machinery,2797887.1,10.63,2.82,51,Snow,Rail,67,High
SUPP_004,Electronics,88008.23,3.78,22.49,30,Rain,Road,40,Medium
SUPP_032,Machinery,8275810.87,2.04,17.38,35,Storm,Road,46,Medium
SUPP_034,Electronics,5739501.18,13.62,28.35,20,Rain,Air,66,High
SUPP_045,Textiles,3804270.93,14.05,20.58,18,Snow,Sea,100,High
SUPP_003,Electronics,4963449.7,5.88,19.35,57,Storm,Road,82,High
SUPP_012,Packaging,93414.53,2.59,21.68,14,Clear,Air,19,Low
SUPP_038,Raw Materials,9662172.68,11.44,28.57,48,Snow,Road,100,High
SUPP_020,Raw Materials,3015619.48,1.67,23.67,13,Rain,Rail,29,Low
SUPP_044,Textiles,529450.82,5.46,28.75,29,Storm,Rail,63,Medium
SUPP_049,Raw Materials,4785878.92,1.75,19.4,36,Clear,Sea,21,Low
SUPP_004,Electronics,78668.45,12.9,6.39,38,Snow,Air,57,Medium
SUPP_005,Packaging,4187185.13,10.82,11.76,39,Snow,Sea,75,High
SUPP_002,Packaging,7318438.79,9.75,24.09,24,Snow,Rail,67,High
SUPP_015,Packaging,407589.82,5.98,27.99,37,Snow,Rail,72,High
SUPP_012,Textiles,7384110.68,14.62,2.51,29,Snow,Road,57,Medium
SUPP_050,Textiles,4708133.71,8.73,3.47,44,Storm,Air,47,Medium
SUPP_046,Electronics,6685323.27,12.37,23.68,54,Clear,Sea,76,High
SUPP_010,Machinery,1043674.87,10.35,8.01,39,Rain,Rail,48,Medium
SUPP_021,Packaging,8390740.33,10.67,28.52,36,Clear,Road,69,High
SUPP_001,Packaging,7375194.23,5.02,27.28,53,Snow,Sea,100,High
SUPP_049,Packaging,7262322.17,13.18,2.21,27,Clear,Air,20,Low
SUPP_006,Raw Materials,7634974.87,6.88,8.75,18,Snow,Rail,37,Medium
SUPP_036,Textiles,1358606.76,12.87,17.69,43,Snow,Road,89,High
SUPP_002,Electronics,8081197.6,1.89,8.7,33,Storm,Road,45,Medium
SUPP_039,Textiles,3450946.87,11.11,7.47,58,Storm,Rail,71,High
SUPP_001,Packaging,63468.58,4.57,19.75,8,Snow,Rail,33,Low
SUPP_050,Electronics,8478255.23,0.45,27.06,34,Rain,Air,47,Medium
SUPP_044,Machinery,7814742.43,6.92,12.54,5,Rain,Air,27,Low
SUPP_018,Packaging,703663.85,3.5,8.15,29,Storm,Rail,32,Low
SUPP_010,Electronics,7487071.85,7.16,2.68,27,Rain,Rail,17,Low
SUPP_018,Machinery,9430106.97,11.8,29.75,51,Storm,Rail,95,High
SUPP_005,Packaging,9629545.09,1.23,11.6,27,Storm,Air,41,Medium
SUPP_047,Machinery,6216358.99,13.45,25.57,46,Rain,Rail,83,High
SUPP_007,Raw Materials,1512278.96,12.19,19.44,48,Storm,Road,85,High
SUPP_026,Packaging,2636054.54,5.24,27.61,25,Snow,Sea,86,High
SUPP_029,Packaging,4726383.27,13.36,21.52,51,Snow,Air,100,High
SUPP_020,Packaging,9309537.71,7.51,7.68,57,Rain,Rail,46,Medium
SUPP_021,Raw Materials,4185639.76,4.6,23.07,33,Snow,Sea,75,High
SUPP_019,Machinery,9624986.52,9.35,27.93,19,Rain,Sea,58,Medium
SUPP_025,Packaging,5488442.56,6.55,2.27,31,Snow,Sea,45,Medium
SUPP_008,Textiles,4483139.31,3.22,2.45,34,Rain,Air,16,Low
SUPP_044,Textiles,9812865.67,11.92,25.76,29,Clear,Rail,51,Medium
SUPP_046,Raw Materials,9608238.41,3.03,28.59,49,Snow,Sea,93,High
SUPP_045,Electronics,7131641.92,14.72,17.52,12,Snow,Rail,59,Medium
SUPP_009,Packaging,4398109.06,8.94,3.12,55,Rain,Sea,52,Medium
SUPP_043,Raw Materials,9812719.48,2.93,23.99,35,Snow,Rail,61,Medium
SUPP_005,Machinery,9603349.26,7.87,29.34,56,Snow,Rail,77,High
SUPP_035,Textiles,1658630.79,7.21,21.83,48,Snow,Road,75,High
SUPP_024,Textiles,4609434.77,11.74,28.84,51,Clear,Road,81,High
SUPP_050,Raw Materials,8559309.5,9.09,25.23,37,Storm,Air,59,Medium
SUPP_042,Textiles,3801006.14,8.32,24.34,22,Clear,Rail,48,Medium
SUPP_049,Packaging,8090388.86,2.75,15.93,49,Snow,Road,71,High
